http://arxiv.org/abs/2007.12173v1,Bridging the Imitation Gap by Adaptive Insubordination,http://arxiv.org/pdf/2007.12173v1,"Why do agents often obtain better reinforcement learning policies whenimitating a worse expert? We show that privileged information used by theexpert is marginalized in the learned agent policy, resulting in an ""imitationgap."" Prior work bridges this gap via a progression from imitation learning toreinforcement learning. While often successful, gradual progression fails fortasks that require frequent switches between exploration and memorizationskills. To better address these tasks and alleviate the imitation gap wepropose 'Adaptive Insubordination' (ADVISOR), which dynamically reweightsimitation and reward-based reinforcement learning losses during training,enabling switching between imitation and exploration. On a suite of challengingtasks, we show that ADVISOR outperforms pure imitation, pure reinforcementlearning, as well as sequential combinations of these approaches.",より悪い専門家を模倣するとき、なぜエージェントはしばしばより良い強化学習方針を得るのですか？専門家が使用する特権情報は、学習されたエージェントポリシーでは無視され、「模倣ギャップ」が生じることを示しています。以前の研究は、模倣学習から強化学習への進歩を通じてこのギャップを埋めています。多くの場合成功しますが、探索スキルと記憶スキルを頻繁に切り替える必要があるタスクでは、段階的な進行は失敗します。これらのタスクにより適切に対処し、模倣のギャップを緩和するために、トレーニング中に動的に再重み付けシミュレーションと報酬ベースの強化学習損失を模倣する「適応型不従順」（ADVISOR）を提案し、模倣と探索の切り替えを可能にします。一連のやりがいのあるタスクで、ADVISORが純粋な模倣、純粋な強化学習、およびこれらのアプローチの逐次的な組み合わせよりも優れていることを示します。
http://arxiv.org/abs/2007.12163v1,Smooth-AP: Smoothing the Path Towards Large-Scale Image Retrieval,http://arxiv.org/pdf/2007.12163v1,"Optimising a ranking-based metric, such as Average Precision (AP), isnotoriously challenging due to the fact that it is non-differentiable, andhence cannot be optimised directly using gradient-descent methods. To this end,we introduce an objective that optimises instead a smoothed approximation ofAP, coined Smooth-AP. Smooth-AP is a plug-and-play objective function thatallows for end-to-end training of deep networks with a simple and elegantimplementation. We also present an analysis for why directly optimising theranking based metric of AP offers benefits over other deep metric learninglosses. We apply Smooth-AP to standard retrieval benchmarks: Stanford Onlineproducts and VehicleID, and also evaluate on larger-scale datasets: INaturalistfor fine-grained category retrieval, and VGGFace2 and IJB-C for face retrieval.In all cases, we improve the performance over the state-of-the-art, especiallyfor larger-scale datasets, thus demonstrating the effectiveness and scalabilityof Smooth-AP to real-world scenarios.",平均精度（AP）などのランキングベースのメトリックの最適化は、微分不可能であり、勾配降下法を使用して直接最適化することができないため、非常に困難です。この目的のために、代わりに平滑化されたAPの近似であるSmooth-APを最適化する目的を紹介します。 Smooth-APはプラグアンドプレイの目的関数であり、シンプルでエレガントな実装でディープネットワークのエンドツーエンドのトレーニングを可能にします。また、APのランキングベースのメトリックを直接最適化すると、他のディープメトリックの学習損失よりもメリットがある理由の分析も示します。 Smooth-APを標準の検索ベンチマーク（Stanford OnlineproductsとVehicleID）に適用し、さらに大規模なデータセット（細かいカテゴリ検索にはINaturalist、顔検索にはVGGFace2とIJB-C）も評価します。特に大規模なデータセット向けの最先端技術により、Smooth-APの有効性とスケーラビリティを実際のシナリオに示します。
http://arxiv.org/abs/2007.12148v1,"Enhanced Transfer Learning for Autonomous Driving with Systematic
  Accident Simulation",http://arxiv.org/pdf/2007.12148v1,"Simulation data can be utilized to extend real-world driving data in order tocover edge cases, such as vehicle accidents. The importance of handling edgecases can be observed in the high societal costs in handling car accidents, aswell as potential dangers to human drivers. In order to cover a wide anddiverse range of all edge cases, we systemically parameterize and simulate themost common accident scenarios. By applying this data to autonomous drivingmodels, we show that transfer learning on simulated data sets provide bettergeneralization and collision avoidance, as compared to random initializationmethods. Our results illustrate that information from a model trained onsimulated data can be inferred to a model trained on real-world data,indicating the potential influence of simulation data in real world models andadvancements in handling of anomalous driving scenarios.",シミュレーションデータは、自動車事故などのエッジケースをカバーするために、実際の運転データを拡張するために利用できます。エッジケースを処理することの重要性は、自動車事故を処理するための社会的コストが高いこと、および人間のドライバーに対する潜在的な危険性において観察できます。すべてのエッジケースの幅広い多様な範囲をカバーするために、最も一般的な事故シナリオを体系的にパラメーター化してシミュレーションします。このデータを自動運転モデル​​に適用することにより、シミュレートされたデータセットの転移学習が、ランダムな初期化方法と比較して、より一般化され、衝突を回避できることを示しています。私たちの結果は、シミュレートされたデータでトレーニングされたモデルからの情報が、実世界のデータでトレーニングされたモデルに推測できることを示しており、実際のモデルのシミュレーションデータの潜在的な影響と異常な運転シナリオの処理の進歩を示しています。
http://arxiv.org/abs/2007.12147v1,"CurveLane-NAS: Unifying Lane-Sensitive Architecture Search and Adaptive
  Point Blending",http://arxiv.org/pdf/2007.12147v1,"We address the curve lane detection problem which poses more realisticchallenges than conventional lane detection for better facilitating modernassisted/autonomous driving systems. Current hand-designed lane detectionmethods are not robust enough to capture the curve lanes especially the remoteparts due to the lack of modeling both long-range contextual information anddetailed curve trajectory. In this paper, we propose a novel lane-sensitivearchitecture search framework named CurveLane-NAS to automatically capture bothlong-ranged coherent and accurate short-range curve information while unifyingboth architecture search and post-processing on curve lane predictions viapoint blending. It consists of three search modules: a) a feature fusion searchmodule to find a better fusion of the local and global context for multi-levelhierarchy features; b) an elastic backbone search module to explore anefficient feature extractor with good semantics and latency; c) an adaptivepoint blending module to search a multi-level post-processing refinementstrategy to combine multi-scale head prediction. The unified framework ensureslane-sensitive predictions by the mutual guidance between NAS and adaptivepoint blending. Furthermore, we also steer forward to release a morechallenging benchmark named CurveLanes for addressing the most difficult curvelanes. It consists of 150K images with 680K labels.The new dataset can bedownloaded at github.com/xbjxh/CurveLanes (already anonymized for thissubmission). Experiments on the new CurveLanes show that the SOTA lanedetection methods suffer substantial performance drop while our model can stillreach an 80+% F1-score. Extensive experiments on traditional lane benchmarkssuch as CULane also demonstrate the superiority of our CurveLane-NAS, e.g.achieving a new SOTA 74.8% F1-score on CULane.","従来の車線検出よりも現実的な課題を提起するカーブ車線検出問題に対処し、最新の支援/自動運転システムをより容易にします。現在手作業で設計されたレーン検出方法は、長距離のコンテキスト情報と詳細な曲線軌道の両方をモデル化していないため、曲線レーン、特にリモートパーツをキャプチャするには十分に堅牢ではありません。このホワイトペーパーでは、CurveLane-NASという名前の新しいレーンセンシティブアーキテクチャ検索フレームワークを提案し、アーキテクチャの検索とポイントブレンディング経由のカーブレーン予測の両方の処理を統合しながら、長距離のコヒーレントで正確な短距離カーブ情報を自動的にキャプチャしますこれは、3つの検索モジュールで構成されています。a）マルチレベル階層機能のローカルコンテキストとグローバルコンテキストのより良い融合を見つける機能融合検索モジュール。 b）弾性バックボーン検索モジュール。優れたセマンティクスとレイテンシを備えた効率的な特徴抽出器を探索します。 c）マルチレベルのヘッド予測を組み合わせるためにマルチレベルの後処理改良戦略を検索する適応ポイントブレンディングモジュール。統合されたフレームワークは、NASとアダプティブポイントブレンディング間の相互ガイダンスによって車線に敏感な予測を保証します。さらに、最も困難なカーブレーンに対処するために、CurveLanesというより挑戦的なベンチマークをリリースすることも進めています。 150,000枚の画像と680,000枚のラベルで構成されます。新しいデータセットはgithub.com/xbjxh/CurveLanesからダウンロードできます（この送信についてはすでに匿名化されています）。新しいCurveLanesでの実験により、SOTAレーン検出方法ではパフォーマンスが大幅に低下する一方で、モデルでは80％以上のF1スコアに到達できることが示されています。 CULaneなどの従来のレーンベンチマークでの広範な実験も、Curaneでの新しいSOTA 74.8％F1スコアの達成など、CurveLane-NASの優位性を実証しています。"
http://arxiv.org/abs/2007.12146v1,Spatially Aware Multimodal Transformers for TextVQA,http://arxiv.org/pdf/2007.12146v1,"Textual cues are essential for everyday tasks like buying groceries and usingpublic transport. To develop this assistive technology, we study the TextVQAtask, i.e., reasoning about text in images to answer a question. Existingapproaches are limited in their use of spatial relations and rely onfully-connected transformer-like architectures to implicitly learn the spatialstructure of a scene. In contrast, we propose a novel spatially awareself-attention layer such that each visual entity only looks at neighboringentities defined by a spatial graph. Further, each head in our multi-headself-attention layer focuses on a different subset of relations. Our approachhas two advantages: (1) each head considers local context instead of dispersingthe attention amongst all visual entities; (2) we avoid learning redundantfeatures. We show that our model improves the absolute accuracy of currentstate-of-the-art methods on TextVQA by 2.2% overall over an improved baseline,and 4.62% on questions that involve spatial reasoning and can be answeredcorrectly using OCR tokens. Similarly on ST-VQA, we improve the absoluteaccuracy by 4.2%. We further show that spatially aware self-attention improvesvisual grounding.",食料品の購入や公共交通機関の使用などの日常的な作業には、テキストによる手がかりが不可欠です。この支援技術を開発するために、私たちはTextVQAタスクを研究します。つまり、質問に答えるために画像内のテキストについて推論します。既存のアプローチは、空間関係の使用に制限があり、シーンの空間構造を暗黙的に学習するために、完全に接続されたトランスフォーマーのようなアーキテクチャに依存しています。対照的に、私たちは、各視覚エンティティが空間グラフによって定義された隣接エンティティのみを見るように、新しい空間認識自己注意レイヤーを提案します。さらに、マルチヘッドセルフアテンションレイヤーの各ヘッドは、関係の異なるサブセットに焦点を合わせています。私たちのアプローチには2つの利点があります。（1）各頭は、すべての視覚エンティティに注意を分散させるのではなく、ローカルコンテキストを考慮します。 （2）冗長な機能の学習を避けます。私たちのモデルは、TextVQAの最新のメソッドの絶対精度を、改善されたベースラインよりも全体で2.2％、空間的推論を含み、OCRトークンを使用して正しく回答できる質問では4.62％改善することを示しています。同様に、ST-VQAでは、絶対精度が4.2％向上します。さらに、空間認識の自己注意が視覚的接地を改善することを示します。
http://arxiv.org/abs/2007.12142v1,"PIPAL: a Large-Scale Image Quality Assessment Dataset for Perceptual
  Image Restoration",http://arxiv.org/pdf/2007.12142v1,"Image quality assessment (IQA) is the key factor for the fast development ofimage restoration (IR) algorithms. The most recent IR methods based onGenerative Adversarial Networks (GANs) have achieved significant improvement invisual performance, but also presented great challenges for quantitativeevaluation. Notably, we observe an increasing inconsistency between perceptualquality and the evaluation results. Then we raise two questions: (1) Canexisting IQA methods objectively evaluate recent IR algorithms? (2) When focuson beating current benchmarks, are we getting better IR algorithms? To answerthese questions and promote the development of IQA methods, we contribute alarge-scale IQA dataset, called Perceptual Image Processing Algorithms (PIPAL)dataset. Especially, this dataset includes the results of GAN-based methods,which are missing in previous datasets. We collect more than 1.13 million humanjudgments to assign subjective scores for PIPAL images using the more reliable""Elo system"". Based on PIPAL, we present new benchmarks for both IQA andsuper-resolution methods. Our results indicate that existing IQA methods cannotfairly evaluate GAN-based IR algorithms. While using appropriate evaluationmethods is important, IQA methods should also be updated along with thedevelopment of IR algorithms. At last, we improve the performance of IQAnetworks on GAN-based distortions by introducing anti-aliasing pooling.Experiments show the effectiveness of the proposed method.",画像品質評価（IQA）は、画像復元（IR）アルゴリズムを迅速に開発するための重要な要素です。 Generative Adversarial Networks（GAN）に基づく最新のIRメソッドは、視覚的パフォーマンスの大幅な改善を達成しましたが、定量的評価にも大きな課題を提示しました。特に、知覚の質と評価結果の間に一貫性の欠如が見られます。次に、2つの質問を提起します。（1）既存のIQAメソッドは、最近のIRアルゴリズムを客観的に評価しますか？ （2）現在のベンチマークを上回ることに焦点を当てると、より良いIRアルゴリズムが得られますか？これらの質問に答えてIQAメソッドの開発を促進するために、知覚画像処理アルゴリズム（PIPAL）データセットと呼ばれる大規模なIQAデータセットを提供します。特に、このデータセットには、以前のデータセットにはないGANベースのメソッドの結果が含まれています。より信頼性の高い「Eloシステム」を使用してPIPAL画像に主観的なスコアを割り当てるために、113万人を超える人の判断を収集します。 PIPALに基づいて、IQAおよび超解像法の両方の新しいベンチマークを提示します。私たちの結果は、既存のIQAメソッドはGANベースのIRアルゴリズムを公平に評価できないことを示しています。適切な評価方法を使用することが重要ですが、IQA方法もIRアルゴリズムの開発とともに更新する必要があります。最後に、アンチエイリアシングプーリングを導入することにより、GANベースの歪みでのIQAnetworksのパフォーマンスを向上させます。実験では、提案された方法の有効性を示しています。
http://arxiv.org/abs/2007.12140v1,"HITNet: Hierarchical Iterative Tile Refinement Network for Real-time
  Stereo Matching",http://arxiv.org/pdf/2007.12140v1,"This paper presents HITNet, a novel neural network architecture for real-timestereo matching. Contrary to many recent neural network approaches that operateon a full cost volume and rely on 3D convolutions, our approach does notexplicitly build a volume and instead relies on a fast multi-resolutioninitialization step, differentiable 2D geometric propagation and warpingmechanisms to infer disparity hypotheses. To achieve a high level of accuracy,our network not only geometrically reasons about disparities but also infersslanted plane hypotheses allowing to more accurately perform geometric warpingand upsampling operations. Our architecture is inherently multi-resolutionallowing the propagation of information at different levels. Multipleexperiments prove the effectiveness of the proposed approach at a fraction ofthe computation required by recent state-of-the-art methods. At time ofwriting, HITNet ranks 1st-3rd on all the metrics published on the ETH3D websitefor two view stereo and ranks 1st on the popular KITTI 2012 and 2015 benchmarksamong the published methods faster than 100ms.",このペーパーでは、リアルタイムステレオマッチング用の新しいニューラルネットワークアーキテクチャであるHITNetについて説明します。フルコストのボリュームで動作し、3D畳み込みに依存する最近の多くのニューラルネットワークアプローチとは対照的に、私たちのアプローチは、ボリュームを明示的に構築せず、代わりに、高速マルチ解像度初期化ステップ、微分可能な2D幾何学的伝播およびワーピングメカニズムに依存して、視差仮説を推定します。高レベルの精度を達成するために、私たちのネットワークは、視差に関する幾何学的な理由だけでなく、幾何学的ワーピングおよびアップサンプリング操作をより正確に実行することを可能にする推測された平面仮説も推論します。私たちのアーキテクチャは本質的にマルチ解像度であり、さまざまなレベルでの情報の伝播を可能にします。複数の実験により、最近の最先端の方法で必要とされる計算のほんの一部で、提案されたアプローチの有効性が証明されています。執筆時点では、HITNetは2ビューステレオのETH3D Webサイトで公開されているすべてのメトリックで1位から3位にランクされ、公開されているメソッドの中で人気の高いKITTI 2012および2015ベンチマークで100ミリ秒よりも速くランク付けされています
http://arxiv.org/abs/2007.12131v1,"BSL-1K: Scaling up co-articulated sign language recognition using
  mouthing cues",http://arxiv.org/pdf/2007.12131v1,"Recent progress in fine-grained gesture and action classification, andmachine translation, point to the possibility of automated sign languagerecognition becoming a reality. A key stumbling block in making progresstowards this goal is a lack of appropriate training data, stemming from thehigh complexity of sign annotation and a limited supply of qualifiedannotators. In this work, we introduce a new scalable approach to datacollection for sign recognition in continuous videos. We make use ofweakly-aligned subtitles for broadcast footage together with a keyword spottingmethod to automatically localise sign-instances for a vocabulary of 1,000 signsin 1,000 hours of video. We make the following contributions: (1) We show howto use mouthing cues from signers to obtain high-quality annotations from videodata - the result is the BSL-1K dataset, a collection of British Sign Language(BSL) signs of unprecedented scale; (2) We show that we can use BSL-1K to trainstrong sign recognition models for co-articulated signs in BSL and that thesemodels additionally form excellent pretraining for other sign languages andbenchmarks - we exceed the state of the art on both the MSASL and WLASLbenchmarks. Finally, (3) we propose new large-scale evaluation sets for thetasks of sign recognition and sign spotting and provide baselines which we hopewill serve to stimulate research in this area.","きめの細かいジェスチャーとアクションの分類、および機械翻訳の最近の進歩は、自動化された手話認識が現実になる可能性を指摘しています。この目標に向けて前進する上での主な障害は、適切なトレーニングデータが不足していることです。これは、標識注釈が非常に複雑であり、資格のある注釈者が限られているためです。この作業では、連続ビデオでの標識認識のためのデータ収集への新しいスケーラブルなアプローチを紹介します。私たちは、放送映像用の弱く配置された字幕とキーワードスポッティングメソッドを使用して、1,000時間のビデオで1,000サインの語彙のサインインスタンスを自動的にローカライズします。私たちは以下の貢献をします：（1）ビデオデータから高品質の注釈を取得するために、署名者からの口伝えの手掛かりを使用する方法を示します-結果は、前例のないスケールのイギリス手話（BSL）標識のコレクションであるBSL-1Kデータセットです。 （2）私たちは、BSL-1Kを使用してBSLで連結された標識の強力な標識認識モデルをトレーニングできること、およびこれらのモデルがさらに他の手話言語およびベンチマークの優れた事前トレーニングを形成することを示します-MSASLおよびWLASLベンチマークの両方で最先端の技術を超えます。最後に、（3）標識認識と標識スポッティングのタスクに新しい大規模評価セットを提案し、この領域の研究を刺激するために役立つと期待されるベースラインを提供します。"
http://arxiv.org/abs/2007.12130v1,Sound2Sight: Generating Visual Dynamics from Sound and Context,http://arxiv.org/pdf/2007.12130v1,"Learning associations across modalities is critical for robust multimodalreasoning, especially when a modality may be missing during inference. In thispaper, we study this problem in the context of audio-conditioned visualsynthesis -- a task that is important, for example, in occlusion reasoning.Specifically, our goal is to generate future video frames and their motiondynamics conditioned on audio and a few past frames. To tackle this problem, wepresent Sound2Sight, a deep variational framework, that is trained to learn aper frame stochastic prior conditioned on a joint embedding of audio and pastframes. This embedding is learned via a multi-head attention-based audio-visualtransformer encoder. The learned prior is then sampled to further condition avideo forecasting module to generate future frames. The stochastic prior allowsthe model to sample multiple plausible futures that are consistent with theprovided audio and the past context. Moreover, to improve the quality andcoherence of the generated frames, we propose a multimodal discriminator thatdifferentiates between a synthesized and a real audio-visual clip. Weempirically evaluate our approach, vis-\'a-vis closely-related prior methods,on two new datasets viz. (i) Multimodal Stochastic Moving MNIST with a SurpriseObstacle, (ii) Youtube Paintings; as well as on the existing Audio-Set Drumsdataset. Our extensive experiments demonstrate that Sound2Sight significantlyoutperforms the state of the art in the generated video quality, while alsoproducing diverse video content.",モダリティ全体で関連付けを学習することは、特に推論中にモダリティが欠落している可能性がある場合に、堅牢なマルチモーダル推論にとって重要です。このペーパーでは、オーディオ条件付き視覚合成のコンテキストでこの問題を研究します-たとえば、閉塞推論で重要なタスクです。具体的には、私たちの目標は、将来のビデオフレームとオーディオおよびいくつかの過去の条件付きのモーションダイナミクスを生成することですフレーム。この問題に取り組むために、深い変分フレームワークであるSound2Sightを紹介します。これは、オーディオと過去のフレームの同時埋め込みを条件として、フレームごとの確率的事前確率を学習するようにトレーニングされています。この埋め込みは、マルチヘッド注意ベースのオーディオビジュアルトランスフォーマーエンコーダーによって学習されます。次に、学習した事前分布をサンプリングして、ビデオ予測モジュールをさらに調整し、将来のフレームを生成します。確率的事前分布により、モデルは、提供されたオーディオおよび過去のコンテキストと一致する複数のもっともらしい未来をサンプリングできます。さらに、生成されたフレームの品質とコヒーレンスを改善するために、合成クリップと実際のオーディオビジュアルクリップを区別するマルチモーダル弁別器を提案します。 2つの新しいデータセット、つまり密接に関連する以前の方法と比較して、経験的に私たちのアプローチを評価します。 （i）SurpriseObstacleを使用したマルチモーダル確率移動MNIST、（ii）Youtube絵画。既存のAudio-Set Drumsdatasetも同様です。当社の広範な実験により、Sound2Sightは、生成されたビデオ品質において最先端の技術を大幅に上回るだけでなく、多様なビデオコンテンツを生成することを実証しています。
http://arxiv.org/abs/2007.12107v1,"Few-Shot Object Detection and Viewpoint Estimation for Objects in the
  Wild",http://arxiv.org/pdf/2007.12107v1,"Detecting objects and estimating their viewpoint in images are key tasks of3D scene understanding. Recent approaches have achieved excellent results onvery large benchmarks for object detection and viewpoint estimation. However,performances are still lagging behind for novel object categories with fewsamples. In this paper, we tackle the problems of few-shot object detection andfew-shot viewpoint estimation. We propose a meta-learning framework that can beapplied to both tasks, possibly including 3D data. Our models improve theresults on objects of novel classes by leveraging on rich feature informationoriginating from base classes with many samples. A simple joint featureembedding module is proposed to make the most of this feature sharing. Despiteits simplicity, our method outperforms state-of-the-art methods by a largemargin on a range of datasets, including PASCAL VOC and MS COCO for few-shotobject detection, and Pascal3D+ and ObjectNet3D for few-shot viewpointestimation. And for the first time, we tackle the combination of both few-shottasks, on Object- Net3D, showing promising results. Our code and data areavailable at http://imagine.enpc.fr/~xiaoy/FSDetView/.",画像内のオブジェクトを検出して視点を推定することは、3Dシーンを理解するための重要なタスクです。最近のアプローチは、オブジェクト検出と視点推定の非常に大きなベンチマークで優れた結果を達成しています。ただし、サンプル数が少ない新規オブジェクトカテゴリのパフォーマンスはまだ遅れています。この論文では、少数ショットの物体検出と少数ショットの視点推定の問題に取り組みます。 3Dデータを含め、両方のタスクに適用できるメタ学習フレームワークを提案します。私たちのモデルは、多くのサンプルを持つ基本クラスから発生する豊富な機能情報を活用することにより、新規クラスのオブジェクトの結果を改善します。この機能の共有を最大限に活用するために、単純なジョイント機能埋め込みモジュールが提案されています。シンプルさにもかかわらず、このメソッドは、少数ショットオブジェクト検出用のPASCAL VOCとMS COCO、少数ショットオブジェクトの視点推定用のPascal3D +とObjectNet3Dを含む、幅広いデータセットで最新のメソッドよりも優れています。そして初めて、Object-Net3Dで両方の少数のショットタスクの組み合わせに取り組み、有望な結果を示しました。コードとデータは、http：//imagine.enpc.fr/~xiaoy/FSDetView/で入手できます。
